Date of Sale,Address,Location,Area,Total Area,Rooms,Plot,Closing Price
18 november 2020,Ställets bygata 98,"Ytterby-Stället,Kungälvskommun",163,,6,632,5850000
13 november 2020,Barlinds väg 23,"Marstrand-Instön,Kungälvskommun",114+5,119.0,5,1340,7000000
29 september 2022,Norrmannebo 110,"Romelanda,Kungälvskommun",99,,3,1720,2100000
29 september 2022,Heden 220,"Bohuslän,Kungälvskommun",123+77,200.0,5,3342,4750000
28 september 2022,Gustavsbergsvägen 16,"Ytterby,Kungälvskommun",105+91,196.0,4,1244,5100000
27 september 2022,Bergsvägen 28,"Ödsmålsmosse,Kungälvskommun",58+7,65.0,3,1631,3075000
24 september 2022,Korpvägen 263,"Ullstorp,Kungälvskommun",158+18,176.0,6,387,6500000
22 september 2022,Hemvägen 48,"Diseröd,Kungälvskommun",130+65,195.0,5,696,3650000
19 september 2022,Häljeröd 640,"Kode,Kungälvskommun",211,,8,47500,7750000
17 september 2022,Stenåldersgatan 55,"Ytterby,Kungälvskommun",120+15,135.0,5,395,5200000
12 september 2022,Annas väg 28,"Kovikshamn/Sundhammar,Kungälvskommun",101,,3,1118,4150000
11 september 2022,Krokebäcksvägen 95,"Kareby,Kungälvskommun",123,,5,259,5100000
10 september 2022,Björröd 260,"Bohuslän,Kungälvskommun",145,,4,4156,3300000
9 september 2022,Vävra 105,"Hålta,Kungälvskommun",111,,2,1943,2550000
8 september 2022,Högsberg 355,"Kode,Kungälvskommun",94,,4,1797,4050000
8 september 2022,Rådjursgatan 8,"Bohuslän,Kungälvskommun",85,,3,,3195000
6 september 2022,Barlinds väg 38,"Instön,Kungälvskommun",98+2,100.0,4,1290,8500000
4 september 2022,Skålgropsgatan 28,"Ytterby,Kungälvskommun",122,,4,349,5050000
1 september 2022,Tjärnstigen 10,"Lökeberg,Kungälvskommun",103,,5,1113,3800000
1 september 2022,Grepvägen 385,"Ullstorp,Kungälvskommun",121+29,150.0,5,388,5710000
1 september 2022,Lerskärsvägen 13B,"Tjuvkil,Kungälvskommun",128,,4,1259,5200000
31 augusti 2022,Kyrkeby 302,"Harestad,Kungälvskommun",126,,6,1097,4900000
31 augusti 2022,Tvetgatan 143,"Tveten,Kungälvskommun",93+32,125.0,5,186,4200000
29 augusti 2022,Grandalen 230,"Romelanda,Kungälvskommun",138,,6,1718,4200000
29 augusti 2022,Hammarhöjden 700,"Kode,Kungälvskommun",75,,4,1123,1650000
27 augusti 2022,Holm 241,"Kärna,Kungälvskommun",5,,,1207,5100000
27 augusti 2022,Torsby 270,"Kärna,Kungälvskommun",161+174,335.0,8,1915,5735000
26 augusti 2022,Lerskärsvägen 52,"Tjuvkil,Kungälvskommun",106+49,155.0,4,1385,5520000
24 augusti 2022,Korsgatan 3,"Marstrand,Kungälvskommun",116+30,146.0,4,494,9200000
21 augusti 2022,Blekeliden 6,"VästraGatan,Kungälvskommun",161+47,208.0,5,629,7300000
19 augusti 2022,Rörtången 273,"Rörtången/ödsmålsmosse,Kungälvskommun",65,,2,,4100000
12 augusti 2022,Råckeröd 180,"Kärna,Kungälvskommun",90,,4,3183,2050000
11 augusti 2022,Krokebäcksvägen 85,"Kareby,Kungälvskommun",123,,5,226,5100000
4 augusti 2022,Guddeby 210,"Ytterby,Kungälvskommun",120+120,240.0,7,3512,4600000
4 augusti 2022,Hallbjörtorp 330,"Kärna,Kungälvskommun",99,,4,2733,2600000
20 juli 2022,Glöskär 875,"Kärna,Kungälvskommun",110+5,115.0,5,1615,6775000
18 juli 2022,Stora Risby 400,"Hålta,Kungälvskommun",74+68,142.0,6,1078,4500000
15 juli 2022,Hemmansgatan 7,"Ytterby,Kungälvskommun",155+42,197.0,6,875,5100000
15 juli 2022,Hemvägen 7,"Romelanda,Kungälvskommun",105+33,138.0,5,437,3750000
13 juli 2022,Ulvesund 296,"Ytterby,Kungälvskommun",169,,5,2567,8800000
10 juli 2022,Torsby 250,"Kärna,Kungälvskommun",170+60,230.0,7,1810,6525000
9 juli 2022,Åkerhög 340,"Kärna,Kungälvskommun",45,,3,1527,2500000
5 juli 2022,Rondan 13,"Kungälv-Ödsmålsmosse,Kungälvskommun",102+55,157.0,5,1380,4650000
3 juli 2022,Blåsippegatan 12,"Kungälv-Ytterby,Kungälvskommun",115,,5,569,3850000
28 juni 2022,Bergsvägen 4,"Ödsmålsmosse,Kungälvskommun",88+15,103.0,2,783,3995000
28 juni 2022,Veneröd 439,"Hålta,Kungälvskommun",118,,3,8133,3680000
27 juni 2022,Lefstadvägen 31,"Kärna,Kungälvskommun",130,,5,881,5050000
27 juni 2022,Silvergnejsvägen 18,"Kungälv-Gullbringa,Kungälvskommun",179,,5,2120,5800000
27 juni 2022,Östra gatan 9,"GamlaKungälv,Kungälvskommun",325+81,406.0,10,852,10500000
25 juni 2022,Apelvägen 10,"Diseröd,Kungälvskommun",104,,4,486,3275000
23 juni 2022,Dösebacka 110,"Romelanda,Kungälvskommun",144+79,223.0,6,5634,5780000
22 juni 2022,Lerskärsvägen 18,"Tjuvkil,Kungälvskommun",65+65,130.0,5,1216,3995000
24 augusti 2017,Åseby Österväg 9,"Åsebyberg,Kungälvskommun",200,,6,1288,4650000
24 augusti 2017,Sköldgatan 9,"YTTERBY,Kungälvskommun",136+28,164.0,4,490,5250000
23 augusti 2017,Klåverön 580,"Marstrand,Kungälvskommun",90+30,120.0,5,21929,21000000
23 augusti 2017,Honeröd 280,"Bohuslän,Kungälvskommun",120,,4,10004,3750000
23 augusti 2017,Stora Risby 530,"Hålta,Kungälvskommun",62+53,115.0,4,925,2900000
23 augusti 2017,Akvamarinvägen 7,"Kode,Kungälvskommun",112,,5,779,3130000
22 augusti 2017,Heavägen 21,"Lycke,Kungälvskommun",140+40,180.0,5,2355,3775000
21 augusti 2017,Skårby mosse 860,"Kareby,Kungälvskommun",164,,6,2621,3525000
18 augusti 2017,Husfrejagatan 7,"Iskällan,Kungälvskommun",124+151,275.0,8,984,7150000
16 augusti 2017,Ljungvägen 20,"ÖdsmålsmossevidRörtången,Kungälvskommun",34,,2,650,925000
15 augusti 2017,Staby (770),"Kärna,Kungälvskommun",117,,5,1000,3990000
9 augusti 2017,Bergsgatan 7,"Marstrand,Kungälvskommun",265+67,332.0,7,729,10500000
8 augusti 2017,Smugglaregatan 14,"Marstrandsön,Kungälvskommun",133+91,224.0,6,744,16000000
4 augusti 2017,Hallbjörtorp 370,"Kungälv-Kärna,Kungälvskommun",30+30,60.0,2,1535,2425000
2 augusti 2017,Tullaregatan 5,"Marstrandsön,Kungälvskommun",190,,6,371,13200000
29 juli 2017,Stadsängsvägen 4,"Marstrand-Instön,Kungälvskommun",72,,3,1489,4150000
25 juli 2017,Länsmansvägen 8,"Ytterby,Kungälvskommun",124+124,248.0,4,1369,6250000
18 juli 2017,Fontinvägen 20,"Kungälv-Centrum,Kungälvskommun",220+50,270.0,5,1034,6100000
17 juli 2017,Enekullsvägen 54B,"Ytterby-Enekullen,Kungälvskommun",176,,6,930,4600000
17 juli 2017,Olsåker 110,"Kareby,Kungälvskommun",139+60,199.0,8,16226,5200000
12 juli 2017,Prejelvägen 102,"Ullstorp,Kungälvskommun",122+6,128.0,5,304,4800000
11 juli 2017,Ulvesund 427,"KUNGÄLV-Ulvesund,Kungälvskommun",100+10,110.0,5,939,3850000
11 juli 2017,Sävstigen 2,"Centralt,Kungälvskommun",121+1,122.0,5,534,3800000
8 juli 2017,Solberg 455,"Romelanda,Kungälvskommun",,,5,,2000000
8 juli 2017,Solberg 460,"Romelanda,Kungälvskommun",5,,,,3000000
7 juli 2017,Nedre Knaverstad 280,"Aröd,Kungälvskommun",99+15,114.0,4,2105,3300000
5 juli 2017,Oxelvägen 84,"Diseröd,Kungälvskommun",139,,5,433,4200000
28 juni 2017,Hammarberg 840,"Kode,Kungälvskommun",67,,3,1893,1950000
22 juni 2017,Röd 140,"Kareby,Kungälvskommun",150,,4,2052,3730000
21 juni 2017,Djupuddsvägen 6,"Marstrand-Instön,Kungälvskommun",120+88,208.0,5,2346,4800000
16 juni 2017,Jakobsvägen 25,"Aröd,Kungälvskommun",75+25,100.0,4,1454,4150000
15 juni 2017,Ripstigen 5,"Centrum,Kungälvskommun",128,,4,362,3850000
15 juni 2017,Klåverön 290,"Marstrand,Kungälvskommun",70,,3,986,5700000
14 juni 2017,Häradsvägen 18,"Ytterby,Kungälvskommun",128+10,138.0,5,342,4500000
14 juni 2017,Ulvedalsgatan 10,"Ulvegärde,Kungälvskommun",157,,5,1031,4630000
14 juni 2017,Hällristningsgatan 15,"YTTERBY,Kungälvskommun",107+5,112.0,5,430,5185000
9 juni 2017,Grindbacken 20,"Grinden,Kungälvskommun",148+44,192.0,7,903,6075000
8 juni 2017,Åsebyberg 925,"Kungälvskommun,Kungälvskommun",177+57,234.0,6,2837,4750000
8 juni 2017,Mossvägen 41,"Lökeberg,Kungälvskommun",46,,2,1413,2160000
4 juni 2017,Ulvesund 405,"Ytterby-Ulvesund,Kungälvskommun",72,,3,681,2750000
3 juni 2017,Lökebergsvägen 61,"Marstrand,Kungälvskommun",140+50,190.0,6,22000,12000000
2 juni 2017,Staby 760,"Kärna,Kungälvskommun",210+90,300.0,10,6203,5500000
2 juni 2017,Saltskärsvägen 6,"Tjuvkil,Kungälvskommun",46,,3,1474,2150000
2 juni 2017,Hallebäcksvägen 31,"Aröd/Timmervik,Kungälvskommun",75+18,93.0,3,1470,2250000
2 juni 2017,Klövergången 10,"KUNGÄLV,Kungälvskommun",120+10,130.0,4,407,3700000
1 juni 2017,Grindenvägen 27,"Grinden,Kungälvskommun",165+65,230.0,7,925,5205000
1 juni 2017,Duvesjön 465,"Romelanda-Duvesjön,Kungälvskommun",36+4,40.0,2,1586,1150000
31 maj 2017,Enskiftegatan 10,"Ytterby,Kungälvskommun",179,,6,768,4850000
29 maj 2017,Duvesjön 212,"Duvesjön,Kungälvskommun",49,,2,1442,1750000
28 maj 2017,Rishammar 250,"Kareby,Kungälvskommun",104+90,194.0,6,1215,3750000
26 oktober 2021,Olserödsgatan 16,"Olseröd,Kungälvskommun",118,,5,238,4300000
20 oktober 2021,Lundby 330,"Kungälv-Kareby,Kungälvskommun",123+33,156.0,4,1870,4175000
20 oktober 2021,Tega 190,"Ytterby,Kungälvskommun",223+129,352.0,9,1154,4500000
19 oktober 2021,Prästvägen 721,"Diseröd,Kungälvskommun",210+60,270.0,7,1096,5900000
14 oktober 2021,Guntorpsvägen 12,"Kode,Kungälvskommun",139+70,209.0,8,1039,4130000
13 oktober 2021,Vetegången 15,"Centrum,Kungälvskommun",124,,4,403,4800000
12 oktober 2021,Vävra 470,"Hålta,Kungälvskommun",160+10,170.0,5,3244,3750000
6 oktober 2021,Källeröd 140,"Kareby,Kungälvskommun",103+143,246.0,7,1769,6000000
6 oktober 2021,Lingonvägen 24,"Munkegärde,Kungälvskommun",142,,6,334,5650000
6 oktober 2021,Rishammarvägen 14,"Kareby,Kungälvskommun",168+84,252.0,5,795,6500000
1 oktober 2021,Tyftervägen 30,"Diseröd,Kungälvskommun",61+40,101.0,6,1683,2700000
1 oktober 2021,Västra Strandgatan 1,"Kungälv-Centrum,Kungälvskommun",120+58,178.0,6,640,6175000
1 oktober 2021,Bremnäs 520,"Lycke,Kungälvskommun",44,,3,3048,2675000
30 september 2021,Halleravägen 2,"Kärna,Kungälvskommun",83,,4,1183,5561000
30 september 2021,Prästvägen 395,"Kareby,Kungälvskommun",212,,6,4712,7200000
30 september 2021,Holmängen 150,"Kärna,Kungälvskommun",117+60,177.0,4,1276,5400000
29 september 2021,Broberg 190,"Kungälv-Lycke,Kungälvskommun",67,,4,1755,2075000
27 september 2021,Hallbjörtorp 500,"Kärna,Kungälvskommun",162,,6,2752,6150000
25 september 2021,Bokvägen 5,"Centrum,Kungälvskommun",89+89,178.0,5,636,6800000
24 september 2021,Byvägen 38,"Rörtången/ödsmålsmosse,Kungälvskommun",30,,1.5,1266,2680000
24 september 2021,Safirvägen 5,"Kode,Kungälvskommun",187,,7,765,4720000
21 september 2021,Skårby 590,"Kareby,Kungälvskommun",107+10,117.0,4,1132,4300000
20 september 2021,Skårby station 470,"Kungälv-Kareby,Kungälvskommun",35,,2,1501,1250000
17 september 2021,Älggatan 20,"Klöverbacken-Olseröd,Kungälvskommun",95,,4,,4120000
16 september 2021,Målardalen 210,"Kode,Kungälvskommun",130+26,156.0,9,3056,3325000
16 september 2021,Ingegatan 6R,"Komarken,Kungälvskommun",149+71,220.0,7,152,5000000
16 september 2021,Häljeröd 385,"Romelanda,Kungälvskommun",201,,5,2639,5825000
15 september 2021,Halleravägen 17,"Kovikshamn,Kungälvskommun",74+18,92.0,4,1215,5110000
14 september 2021,Skolstigen 4,"Kungälv-Centralt,Kungälvskommun",174+74,248.0,7,763,6700000
13 september 2021,Toreby 390,"Harestad-Toreby,Kungälvskommun",115+78,193.0,5,1819,4720000
11 september 2021,Skårby station 520,"Kareby,Kungälvskommun",124+37,161.0,5,1060,4445000
8 september 2021,Kulperödsvägen 39,"Hålta,Kungälvskommun",129,,4,1192,2800000
8 september 2021,Kastellegårdsvägen 240,"Kastellegården,Kungälvskommun",108+55,163.0,4,1391,4210000
8 september 2021,Kareby kyrkväg 320,"Bohuslän,Kungälvskommun",110+80,190.0,5,1395,4725000
6 september 2021,Munkegärdegatan 231,"Munkegärde,Kungälvskommun",155+40,195.0,6,726,6190000
6 september 2021,Lievägen 226,"Kungälv,Kungälvskommun",149,,5,392,6400000
5 september 2021,Betesgatan 14,"Ytterby,Kungälvskommun",170+10,180.0,6,752,7475000
3 september 2021,Broberg 130,"Lycke,Kungälvskommun",133,,5,2400,4995000
2 september 2021,Matskärsvägen 36,"Tjuvkil,Kungälvskommun",60,,3,1077,3125000
2 september 2021,Hermansby 150,"Kärna,Kungälvskommun",110+110,220.0,6,2397,5600000
1 september 2021,Torsbyvägen 10F,"Ytterby,Kungälvskommun",126,,5,234,3470000
1 september 2021,Poppelvägen 3,"Diseröd,Kungälvskommun",106+48,154.0,5,800,4600000
31 augusti 2021,Kärrhed 177,"Kärna,Kungälvskommun",150,,7,1429,5550000
30 augusti 2021,Domsvägen 5,"Ytterby,Kungälvskommun",95+45,140.0,6,1043,5775000
27 augusti 2021,Ulvesund 414,"Hisingen,Kungälvskommun",44,,,744,1625000
27 augusti 2021,Älggatan 16,"Klöverbacken-Olseröd,Kungälvskommun",122+21,143.0,6,,4375000
27 augusti 2021,Kungälvsvägen 60,"Kungälv-Centralt,Kungälvskommun",102,,4,1114,3650000
25 augusti 2021,Olserödsgatan 116,"Olseröd,Kungälvskommun",150+34,184.0,5,725,6150000
25 augusti 2021,Lefstad 370,"Kärna,Kungälvskommun",105+64,169.0,5,1759,6100000
24 augusti 2021,Tjuvkil 310,"Tjuvkil,Kungälvskommun",85,,3,1027,3800000
18 oktober 2018,Häljeröd 120,"RomelandaDiseröd,Kungälvskommun",193,,5,15148,6100000
17 oktober 2018,Ellesbovägen 204,"Kungälv,Kungälvskommun",75+48,123.0,5,1062,3000000
15 oktober 2018,Olserödsgatan 106,"Olseröd,Kungälvskommun",170+20,190.0,5,1227,6000000
12 oktober 2018,Äslingsvägen 7,"Tjuvkil,Kungälvskommun",120,,5,1285,4100000
11 oktober 2018,Åsebyberg 855,"Kode,Kungälvskommun",129+18,147.0,5,4105,3850000
5 oktober 2018,Solvagnsgatan 30,"Stället,Kungälvskommun",138,,5,479,5275000
4 oktober 2018,Guntorpsvägen 24,"Kode,Kungälvskommun",110+100,210.0,5,1065,2975000
3 oktober 2018,Lerlycke 250,"Kärna,Kungälvskommun",130+88,218.0,5,1020,3700000
2 oktober 2018,Olvonvägen 23,"Diseröd,Kungälvskommun",222+98,320.0,7,1000,3600000
28 september 2018,Bockebergsvägen 2,"Lycke,Kungälvskommun",49+10,59.0,4,1386,1850000
27 september 2018,Lerskärsvägen 21,"Tjuvkil,Kungälvskommun",120+40,160.0,4,1299,4700000
27 september 2018,Valtersäng 35,"Centralt,Kungälvskommun",159+40,199.0,6,650,6120000
25 september 2018,Råckeröd 200,"Kärna,Kungälvskommun",120,,5,1192,3150000
25 september 2018,Västra gatan 26A,"Centralt,Kungälvskommun",149+21,170.0,6,316,5500000
24 september 2018,Gamla Kungälvsvägen 13,"Ytterby,Kungälvskommun",176+87,263.0,8,1862,6800000
19 september 2018,Havregången 12,"Kungälvcentralt,Kungälvskommun",125,,5,496,4000000
13 september 2018,Lerskärsvägen 50,"Lycke,Kungälvskommun",93+93,186.0,5,1221,3750000
11 september 2018,Rubinvägen 6,"Kode,Kungälvskommun",108+114,222.0,5,1123,3650000
11 september 2018,Bastubäcksvägen 11,"Ödsmålsmosse/Rörtången,Kungälvskommun",78+15,93.0,3,1225,3100000
10 september 2018,Glose 110,"Glose,Kungälvskommun",150+30,180.0,5,3157,4500000
9 september 2018,Bokvägen 3,"Kungälvcentralt,Fontin.,Kungälvskommun",184+128,312.0,8,781,5350000
8 september 2018,Livelycke 290,"Bohuslän,Kungälvskommun",163,,6,2941,3820000
6 september 2018,Lilla Dalvägen 5,"Ödsmålsmosse,Kungälvskommun",36,,2,1667,965000
5 september 2018,Grepvägen 403,"Ullstorp,Kungälvskommun",121,,5,526,5250000
5 september 2018,Vävra 380,"Hålta,Kungälvskommun",49,,2,1514,2260000
5 september 2018,Stenåldersgatan 11,"Ytterby,Kungälvskommun",103,,4,440,3900000
4 september 2018,Storskiftegatan 11,"Ytterby,Kungälvskommun",90+40,130.0,4,188,3375000
3 september 2018,Vältvägen 505,"Bohuslän,Kungälvskommun",121+9,130.0,5,250,4800000
31 augusti 2018,Lilla Fjellsholmen 14,"LillaFjellsholmen,Kungälvskommun",86,,4,418,6700000
30 augusti 2018,Hammarhöjden 695,"Kode,Kungälvskommun",83+28,111.0,3,1053,2750000
30 augusti 2018,Kärnavägen 16,"Kärna,Kungälvskommun",171+83,254.0,7,695,4120000
30 augusti 2018,Klintegatan 17,"Centralt-Kungälv,Kungälvskommun",125+51,176.0,7,704,7350000
30 augusti 2018,Stenåldersgatan 53,"Ytterby-Stället,Kungälvskommun",107,,5,381,4050000
29 augusti 2018,Grepvägen 391,"Ullstorp,Kungälvskommun",121+7,128.0,5,431,4850000
29 augusti 2018,Duvesjön 310,"Duvesjön,Kungälvskommun",101,,4,1454,2800000
29 augusti 2018,Torsby 132,"Kärna,Kungälvskommun",169,,7,1731,4550000
25 augusti 2018,Kristinedalsgatan 7,"Centrum,Kungälvskommun",178+85,263.0,6,857,7125000
24 augusti 2018,Åsebyberg 745,"Åsebyberg,Kungälvskommun",110,,4,1776,1130000
24 augusti 2018,Korpvägen 259,"KUNGÄLV,Kungälvskommun",139+18,157.0,6,437,5500000
17 augusti 2018,Ställets bygata 76,"YTTERBY,Kungälvskommun",147,,6,1070,4925000
15 augusti 2018,Skeppsholmsgatan 2,"Centrum,Kungälvskommun",121,,5,913,6300000
10 augusti 2018,Jägersberg 244,"Kode,Kungälvskommun",120,,3,2003,3850000
9 augusti 2018,Hammarhöjden 670,"Kode,Kungälvskommun",100+47,147.0,2,1090,3230000
29 juli 2018,Saltskärsvägen 10,"Tjuvkil,Kungälvskommun",64,,2,3440,2300000
26 juli 2018,Duvesjön 313,"Duvesjön,Kungälvskommun",87,,3,1191,3300000
18 juli 2018,Byvägen 18,"Ödsmålsmosse/Rörtången,Kungälvskommun",60+42,102.0,4,1509,1850000
17 juli 2018,Guntorpsvägen 2,"Kode,Kungälvskommun",129+70,199.0,7,734,3150000
12 juli 2018,Tjuvkil 510,"Tjuvkil,Kungälvskommun",90+98,188.0,4,2575,2550000
10 juli 2018,Lundby 475,"Kareby,Kungälvskommun",141,,5,2024,4680000
9 juli 2018,Gunneröd 200,"Lycke,Kungälvskommun",58+25,83.0,2,789,2400000
21 juni 2016,Alelyckans väg 23,"Kode,Kungälvskommun",80+100,180.0,5,37080,9000000
19 juni 2016,Krokens Väg 16,"Tjuvkil,Kungälvskommun",67+50,117.0,4,1590,3250000
14 juni 2016,Stenstavägen 1,"Tjuvkil,Kungälvskommun",125+32,157.0,5,800,3850000
14 juni 2016,Instölid 82,"MARSTRAND,Kungälvskommun",36+10,46.0,3,902,2320000
10 juni 2016,Rönnvägen 7,"RomelandaDiseröd,Kungälvskommun",122+82,204.0,7,796,3300000
8 juni 2016,Valler 300,"Valler-Romelanda,Kungälvskommun",185+52,237.0,7,2497,3450000
6 juni 2016,Svartedalen 220,"Svartedalen-Björkärr,Kungälvskommun",30,,3,1774,685000
4 juni 2016,Fontinvägen 42,"Centrum,Kungälvskommun",118+7,125.0,4,440,5100000
3 juni 2016,Bokvägen 10,"Centrum,Kungälvskommun",125+27,152.0,5,635,4400000
2 juni 2016,Hermansby 150,"Kärna,Kungälvskommun",123+97,220.0,6,2397,4070000
1 juni 2016,Duvesjön 348,"Kungälv-Duvesjön,Kungälvskommun",160+26,186.0,4,1927,5200000
31 maj 2016,Granndalen 12,"Lycke,Kungälvskommun",65,,2,1217,2050000
31 maj 2016,Åsgatan 5,"Kungälv-Centrum,Kungälvskommun",120+60,180.0,6,948,5565000
31 maj 2016,Hemmansgatan 3,"Ytterby-Tega,Kungälvskommun",158,,6,859,3855000
31 maj 2016,Jakobsvägen 27,"Aröd,Kungälvskommun",140,,5,2050,4850000
30 maj 2016,Olserödsgatan 114,"Kungälv-Olseröd,Kungälvskommun",144+132,276.0,7,712,5325000
27 maj 2016,Slånbärsvägen 15,"MunkegärdeÖstra,Kungälvskommun",145+31,176.0,5,647,5100000
26 maj 2016,Rosenstensvägen 33,"Kode,Kungälvskommun",112,,4,620,3400000
26 maj 2016,Stinneröd 260,"Bohuslän,Kungälvskommun",65+65,130.0,4,1734,1300000
26 maj 2016,Onyxvägen 22,"Kodelantligt,Kungälvskommun",123,,5,566,3210000
26 maj 2016,Hällristningsgatan 26,"YtterbyStället,Kungälvskommun",75,,3,404,2995000
23 maj 2016,Duvesjön 371,"Romelanda-Duvesjön,Kungälvskommun",4,,,1808,3600000
23 maj 2016,Mjölnarvägen 16,"Romelanda,Kungälvskommun",121+47,168.0,5,831,2385000
21 maj 2016,Lerskärsvägen 63,"Tjuvkil,Kungälvskommun",110+10,120.0,3,884,3875000
21 maj 2016,Briljantvägen 36,"Kode,Kungälvskommun",150,,5,462,4100000
17 maj 2016,Jägarvägen 6,"Romelanda,Kungälvskommun",159+16,175.0,6,564,3625000
16 maj 2016,Plogvägen 174,"Ullstorp,Kungälvskommun",122,,5,308,4175000
15 maj 2016,Brunnefjällsvägen 3,"Vedhall,Kungälvskommun",94+16,110.0,4,1067,2695000
14 maj 2016,Toreby 380,"Harestad,Kungälvskommun",157+99,256.0,7,2591,2902500
13 maj 2016,Hemvägen 25,"Romelanda-Diseröd,Kungälvskommun",138+19,157.0,5,381,3250000
12 maj 2016,Solskiftegatan 14,"Ytterby-Tega,Kungälvskommun",171+25,196.0,6,1091,3900000
12 maj 2016,Marias Väg 2,"Aröd,Kungälvskommun",90,,4,1608,3400000
11 maj 2016,Almvägen 3,"Romelanda-Diseröd,Kungälvskommun",130,,5,727,3300000
9 maj 2016,Solvagnsgatan 3,"Ytterby-Stället,Kungälvskommun",140,,4,360,4300000
9 maj 2016,Skårby Mosse 880,"Skårby,Kungälvskommun",86.3+40,126.3,4,1782,2900000
6 maj 2016,Ugglehed 180,"Önneröd,Kungälvskommun",106+64,170.0,5,15352,2730000
1 maj 2016,Vena 318,"Ytterby,Kungälvskommun",112,,4,9024,4100000
1 maj 2016,Duvesjön 225,"Romelanda,Kungälvskommun",65,,3,1800,1950000
29 april 2016,Duvesjön 201,"Duvesjön,Kungälvskommun",38+9,47.0,2,1390,1300000
28 april 2016,Munkholmsgatan 2,"Centralt,Kungälvskommun",137+73,210.0,7,893,4900000
28 april 2016,Björkstigen 9,"Romelanda,Kungälvskommun",185+46,231.0,7,937,3700000
25 april 2016,Settungsvägen 62,"Ullstorp,Kungälvskommun",140+26,166.0,6,372,4450000
24 april 2016,Situlagatan 2,"Ytterby,Kungälvskommun",150+20,170.0,6,787,4500000
22 april 2016,Äslingsvägen 8,"Tjuvkil,Kungälvskommun",183,,6,1380,5650000
21 april 2016,Kärrhed 190,"Kärna,Kungälvskommun",122,,4,1316,2850000
14 april 2016,Olvonvägen 71,"Kungälv-Romelanda,Kungälvskommun",115+115,230.0,6,2056,4725000
14 april 2016,Rättarevägen 16,"Ytterby,Kungälvskommun",105+122,227.0,6,732,4300000
12 april 2016,Ametistvägen 11,"Kode,Kungälvskommun",107,,4,806,2850000
9 april 2016,Rådalsvägen 25 Havsutsikt,"Aröd,Kungälvskommun",88,,3,1462,2995000
8 april 2016,Annas Väg 10,"Kärna,Kungälvskommun",62,,4,1317,2600000
